stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2,year,quarter,month,week,weekday,date,day,hour,area
CD9,2018-03-31 08:00:00,8.9,11.5,48.8,,,,2018,1,3,13,5,2018-03-31,31,8,Roadside
CT3,2018-03-31 08:00:00,9.45,16.2,28.1,,,,2018,1,3,13,5,2018-03-31,31,8,Urban
CT2,2018-03-31 08:00:00,10.0,13.666666666666666,21.733333333333334,,,,2018,1,3,13,5,2018-03-31,31,8,Kerbside
BX9,2018-03-31 08:00:00,10.6,11.133333333333333,15.366666666666667,,,,2018,1,3,13,5,2018-03-31,31,8,Suburban
BX1,2018-03-31 08:00:00,11.55,8.6,9.0,,,,2018,1,3,13,5,2018-03-31,31,8,Suburban
TH4,2018-03-31 08:00:00,12.5,24.5,78.0,,,,2018,1,3,13,5,2018-03-31,31,8,Roadside
ST5,2018-03-31 08:00:00,3.0,12.0,13.5,,,,2018,1,3,13,5,2018-03-31,31,8,Industrial
RB7,2018-03-31 08:00:00,4.9,11.2,21.6,,,,2018,1,3,13,5,2018-03-31,31,8,Urban
TD5,2018-03-31 08:00:00,6.8,10.45,49.599999999999994,,,,2018,1,3,13,5,2018-03-31,31,8,Suburban
CD1,2018-03-31 09:00:00,9.0,9.7,77.6,,,,2018,1,3,13,5,2018-03-31,31,9,Kerbside
BL0,2018-03-31 09:00:00,2.4,5.6,54.1,,,,2018,1,3,13,5,2018-03-31,31,9,Urban
GR4,2018-03-31 09:00:00,5.2,8.7,14.7,,,,2018,1,3,13,5,2018-03-31,31,9,Suburban
MY7,2018-03-31 09:00:00,7.4,5.8,18.049999999999997,,,,2018,1,3,13,5,2018-03-31,31,9,Kerbside
HV1,2018-03-31 09:00:00,6.7,9.8,21.4,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
GN3,2018-03-31 09:00:00,6.1,7.6,50.6,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
GR9,2018-03-31 09:00:00,5.4,10.0,29.9,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
LW2,2018-03-31 09:00:00,15.4,11.5,47.1,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
GN0,2018-03-31 09:00:00,10.4,16.9,56.6,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
KF1,2018-03-31 09:00:00,4.0,5.0,48.75,,,,2018,1,3,13,5,2018-03-31,31,9,Urban
CD9,2018-03-31 09:00:00,9.4,8.8,40.9,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
CT3,2018-03-31 09:00:00,9.2,13.0,24.2,,,,2018,1,3,13,5,2018-03-31,31,9,Urban
CT2,2018-03-31 09:00:00,9.0,11.433333333333334,21.133333333333333,,,,2018,1,3,13,5,2018-03-31,31,9,Kerbside
BX9,2018-03-31 09:00:00,10.5,9.866666666666667,18.066666666666666,,,,2018,1,3,13,5,2018-03-31,31,9,Suburban
BX1,2018-03-31 09:00:00,8.75,8.3,15.0,,,,2018,1,3,13,5,2018-03-31,31,9,Suburban
TH4,2018-03-31 09:00:00,7.0,15.6,62.1,,,,2018,1,3,13,5,2018-03-31,31,9,Roadside
ST5,2018-03-31 09:00:00,8.0,10.0,14.3,,,,2018,1,3,13,5,2018-03-31,31,9,Industrial
RB7,2018-03-31 09:00:00,6.25,7.6,26.7,,,,2018,1,3,13,5,2018-03-31,31,9,Urban
TD5,2018-03-31 09:00:00,4.5,9.149999999999999,43.2,,,,2018,1,3,13,5,2018-03-31,31,9,Suburban
CD1,2018-03-31 10:00:00,10.3,10.7,59.7,,,,2018,1,3,13,5,2018-03-31,31,10,Kerbside
BL0,2018-03-31 10:00:00,4.6,6.5,59.9,,,,2018,1,3,13,5,2018-03-31,31,10,Urban
GR4,2018-03-31 10:00:00,1.0,5.4,6.2,,,,2018,1,3,13,5,2018-03-31,31,10,Suburban
MY7,2018-03-31 10:00:00,6.9,6.0,15.100000000000001,,,,2018,1,3,13,5,2018-03-31,31,10,Kerbside
HV1,2018-03-31 10:00:00,6.7,7.4,24.0,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
GN3,2018-03-31 10:00:00,5.4,6.9,46.9,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
GR9,2018-03-31 10:00:00,2.4,4.8,29.0,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
LW2,2018-03-31 10:00:00,16.4,17.5,43.3,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
GN0,2018-03-31 10:00:00,4.1,5.4,44.5,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
KF1,2018-03-31 10:00:00,5.6,6.5,41.55,,,,2018,1,3,13,5,2018-03-31,31,10,Urban
CD9,2018-03-31 10:00:00,10.1,10.2,38.6,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
CT3,2018-03-31 10:00:00,9.55,9.8,25.2,,,,2018,1,3,13,5,2018-03-31,31,10,Urban
CT2,2018-03-31 10:00:00,9.0,8.433333333333334,22.833333333333332,,,,2018,1,3,13,5,2018-03-31,31,10,Kerbside
BX9,2018-03-31 10:00:00,6.1,7.066666666666666,20.46666666666667,,,,2018,1,3,13,5,2018-03-31,31,10,Suburban
BX1,2018-03-31 10:00:00,6.9,5.7,18.1,,,,2018,1,3,13,5,2018-03-31,31,10,Suburban
TH4,2018-03-31 10:00:00,7.7,16.3,49.0,,,,2018,1,3,13,5,2018-03-31,31,10,Roadside
ST5,2018-03-31 10:00:00,10.0,9.0,19.4,,,,2018,1,3,13,5,2018-03-31,31,10,Industrial
RB7,2018-03-31 10:00:00,9.1,6.6,21.6,,,,2018,1,3,13,5,2018-03-31,31,10,Urban
TD5,2018-03-31 10:00:00,8.2,10.5,40.400000000000006,,,,2018,1,3,13,5,2018-03-31,31,10,Suburban
CD1,2018-03-31 11:00:00,11.9,14.4,59.2,,,,2018,1,3,13,5,2018-03-31,31,11,Kerbside
BL0,2018-03-31 11:00:00,4.4,7.0,50.5,,,,2018,1,3,13,5,2018-03-31,31,11,Urban
GR4,2018-03-31 11:00:00,8.3,0.9,5.1,,,,2018,1,3,13,5,2018-03-31,31,11,Suburban
MY7,2018-03-31 11:00:00,7.0,6.9,10.600000000000001,,,,2018,1,3,13,5,2018-03-31,31,11,Kerbside
HV1,2018-03-31 11:00:00,2.0,4.1,16.1,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
GN3,2018-03-31 11:00:00,4.8,8.3,32.7,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
GR9,2018-03-31 11:00:00,3.1,7.2,28.1,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
LW2,2018-03-31 11:00:00,29.1,20.7,41.9,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
GN0,2018-03-31 11:00:00,7.8,6.4,40.7,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
KF1,2018-03-31 11:00:00,4.9,5.7,38.3,,,,2018,1,3,13,5,2018-03-31,31,11,Urban
CD9,2018-03-31 11:00:00,10.7,10.5,35.9,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
CT3,2018-03-31 11:00:00,10.35,15.0,20.9,,,,2018,1,3,13,5,2018-03-31,31,11,Urban
CT2,2018-03-31 11:00:00,10.0,11.666666666666666,16.566666666666666,,,,2018,1,3,13,5,2018-03-31,31,11,Kerbside
BX9,2018-03-31 11:00:00,4.8,8.333333333333332,12.233333333333333,,,,2018,1,3,13,5,2018-03-31,31,11,Suburban
BX1,2018-03-31 11:00:00,6.699999999999999,5.0,7.9,,,,2018,1,3,13,5,2018-03-31,31,11,Suburban
TH4,2018-03-31 11:00:00,8.6,20.2,50.4,,,,2018,1,3,13,5,2018-03-31,31,11,Roadside
ST5,2018-03-31 11:00:00,8.0,7.0,17.3,,,,2018,1,3,13,5,2018-03-31,31,11,Industrial
RB7,2018-03-31 11:00:00,9.9,5.0,15.9,,,,2018,1,3,13,5,2018-03-31,31,11,Urban
TD5,2018-03-31 11:00:00,11.8,9.35,31.700000000000003,,,,2018,1,3,13,5,2018-03-31,31,11,Suburban
CD1,2018-03-31 12:00:00,10.2,13.7,47.5,,,,2018,1,3,13,5,2018-03-31,31,12,Kerbside
BL0,2018-03-31 12:00:00,6.6,8.8,43.6,,,,2018,1,3,13,5,2018-03-31,31,12,Urban
GR4,2018-03-31 12:00:00,3.8,10.4,5.3,,,,2018,1,3,13,5,2018-03-31,31,12,Suburban
MY7,2018-03-31 12:00:00,8.5,8.3,10.350000000000001,,,,2018,1,3,13,5,2018-03-31,31,12,Kerbside
HV1,2018-03-31 12:00:00,4.5,4.8,15.4,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
GN3,2018-03-31 12:00:00,6.9,8.1,29.6,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
GR9,2018-03-31 12:00:00,6.4,7.0,25.1,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
LW2,2018-03-31 12:00:00,14.0,14.1,34.4,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
GN0,2018-03-31 12:00:00,6.5,7.2,32.0,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
KF1,2018-03-31 12:00:00,5.9,6.8,31.3,,,,2018,1,3,13,5,2018-03-31,31,12,Urban
CD9,2018-03-31 12:00:00,10.2,10.6,30.6,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
CT3,2018-03-31 12:00:00,8.6,13.0,21.0,,,,2018,1,3,13,5,2018-03-31,31,12,Urban
CT2,2018-03-31 12:00:00,7.0,10.4,16.2,,,,2018,1,3,13,5,2018-03-31,31,12,Kerbside
BX9,2018-03-31 12:00:00,7.7,7.8,11.4,,,,2018,1,3,13,5,2018-03-31,31,12,Suburban
BX1,2018-03-31 12:00:00,8.9,5.2,6.6,,,,2018,1,3,13,5,2018-03-31,31,12,Suburban
TH4,2018-03-31 12:00:00,10.1,16.1,47.2,,,,2018,1,3,13,5,2018-03-31,31,12,Roadside
ST5,2018-03-31 12:00:00,7.0,7.0,17.2,,,,2018,1,3,13,5,2018-03-31,31,12,Industrial
RB7,2018-03-31 12:00:00,8.6,10.0,20.4,,,,2018,1,3,13,5,2018-03-31,31,12,Urban
TD5,2018-03-31 12:00:00,10.2,11.9,31.25,,,,2018,1,3,13,5,2018-03-31,31,12,Suburban
CD1,2018-03-31 13:00:00,13.2,13.8,42.1,,,,2018,1,3,13,5,2018-03-31,31,13,Kerbside
BL0,2018-03-31 13:00:00,8.7,10.9,43.4,,,,2018,1,3,13,5,2018-03-31,31,13,Urban
GR4,2018-03-31 13:00:00,6.2,6.9,4.8,,,,2018,1,3,13,5,2018-03-31,31,13,Suburban
MY7,2018-03-31 13:00:00,8.2,11.5,9.75,,,,2018,1,3,13,5,2018-03-31,31,13,Kerbside
HV1,2018-03-31 13:00:00,6.5,6.6,14.7,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
GN3,2018-03-31 13:00:00,7.1,7.6,25.3,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
GR9,2018-03-31 13:00:00,5.4,10.2,20.5,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
LW2,2018-03-31 13:00:00,19.7,17.1,31.1,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
GN0,2018-03-31 13:00:00,9.3,11.0,30.3,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
KF1,2018-03-31 13:00:00,9.1,10.4,28.3,,,,2018,1,3,13,5,2018-03-31,31,13,Urban
CD9,2018-03-31 13:00:00,13.6,13.6,26.3,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
CT3,2018-03-31 13:00:00,12.3,16.6,18.4,,,,2018,1,3,13,5,2018-03-31,31,13,Urban
CT2,2018-03-31 13:00:00,11.0,13.233333333333334,14.2,,,,2018,1,3,13,5,2018-03-31,31,13,Kerbside
BX9,2018-03-31 13:00:00,7.2,9.866666666666667,10.0,,,,2018,1,3,13,5,2018-03-31,31,13,Suburban
BX1,2018-03-31 13:00:00,7.800000000000001,6.5,5.8,,,,2018,1,3,13,5,2018-03-31,31,13,Suburban
TH4,2018-03-31 13:00:00,8.4,18.8,40.1,,,,2018,1,3,13,5,2018-03-31,31,13,Roadside
ST5,2018-03-31 13:00:00,9.0,12.0,13.4,,,,2018,1,3,13,5,2018-03-31,31,13,Industrial
RB7,2018-03-31 13:00:00,10.3,5.8,18.3,,,,2018,1,3,13,5,2018-03-31,31,13,Urban
TD5,2018-03-31 13:00:00,11.6,9.1,25.35,,,,2018,1,3,13,5,2018-03-31,31,13,Suburban
CD1,2018-03-31 14:00:00,12.1,12.4,32.4,,,,2018,1,3,13,5,2018-03-31,31,14,Kerbside
BL0,2018-03-31 14:00:00,7.6,12.6,38.8,,,,2018,1,3,13,5,2018-03-31,31,14,Urban
GR4,2018-03-31 14:00:00,14.3,7.3,2.2,,,,2018,1,3,13,5,2018-03-31,31,14,Suburban
MY7,2018-03-31 14:00:00,12.1,13.6,7.05,,,,2018,1,3,13,5,2018-03-31,31,14,Kerbside
HV1,2018-03-31 14:00:00,7.8,8.6,11.9,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
GN3,2018-03-31 14:00:00,12.0,14.3,24.3,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
GR9,2018-03-31 14:00:00,8.1,11.8,17.6,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
LW2,2018-03-31 14:00:00,17.6,18.2,25.0,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
GN0,2018-03-31 14:00:00,14.8,15.5,21.1,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
KF1,2018-03-31 14:00:00,9.9,11.1,23.0,,,,2018,1,3,13,5,2018-03-31,31,14,Urban
CD9,2018-03-31 14:00:00,14.3,14.1,24.9,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
CT3,2018-03-31 14:00:00,14.15,18.6,16.4,,,,2018,1,3,13,5,2018-03-31,31,14,Urban
CT2,2018-03-31 14:00:00,14.0,15.466666666666667,12.099999999999998,,,,2018,1,3,13,5,2018-03-31,31,14,Kerbside
BX9,2018-03-31 14:00:00,11.0,12.333333333333332,7.799999999999999,,,,2018,1,3,13,5,2018-03-31,31,14,Suburban
BX1,2018-03-31 14:00:00,12.45,9.2,3.5,,,,2018,1,3,13,5,2018-03-31,31,14,Suburban
TH4,2018-03-31 14:00:00,13.9,21.4,32.8,,,,2018,1,3,13,5,2018-03-31,31,14,Roadside
ST5,2018-03-31 14:00:00,9.0,14.0,10.2,,,,2018,1,3,13,5,2018-03-31,31,14,Industrial
RB7,2018-03-31 14:00:00,9.65,10.4,14.4,,,,2018,1,3,13,5,2018-03-31,31,14,Urban
TD5,2018-03-31 14:00:00,10.3,11.95,20.15,,,,2018,1,3,13,5,2018-03-31,31,14,Suburban
CD1,2018-03-31 15:00:00,12.3,13.5,25.9,,,,2018,1,3,13,5,2018-03-31,31,15,Kerbside
BL0,2018-03-31 15:00:00,10.2,13.1,35.8,,,,2018,1,3,13,5,2018-03-31,31,15,Urban
GR4,2018-03-31 15:00:00,8.7,17.2,1.4,,,,2018,1,3,13,5,2018-03-31,31,15,Suburban
MY7,2018-03-31 15:00:00,7.8,12.6,5.299999999999999,,,,2018,1,3,13,5,2018-03-31,31,15,Kerbside
HV1,2018-03-31 15:00:00,8.1,8.3,9.2,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
GN3,2018-03-31 15:00:00,12.2,16.4,21.6,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
GR9,2018-03-31 15:00:00,8.2,12.1,16.0,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
LW2,2018-03-31 15:00:00,16.8,15.7,22.6,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
GN0,2018-03-31 15:00:00,13.7,11.3,16.6,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
KF1,2018-03-31 15:00:00,8.7,9.6,20.3,,,,2018,1,3,13,5,2018-03-31,31,15,Urban
CD9,2018-03-31 15:00:00,7.1,8.8,24.0,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
CT3,2018-03-31 15:00:00,9.05,18.4,18.2,,,,2018,1,3,13,5,2018-03-31,31,15,Urban
CT2,2018-03-31 15:00:00,11.0,15.999999999999998,12.066666666666666,,,,2018,1,3,13,5,2018-03-31,31,15,Kerbside
BX9,2018-03-31 15:00:00,12.6,13.599999999999998,5.933333333333334,,,,2018,1,3,13,5,2018-03-31,31,15,Suburban
BX1,2018-03-31 15:00:00,12.3,11.2,-0.2,,,,2018,1,3,13,5,2018-03-31,31,15,Suburban
TH4,2018-03-31 15:00:00,12.0,17.4,32.0,,,,2018,1,3,13,5,2018-03-31,31,15,Roadside
ST5,2018-03-31 15:00:00,9.0,10.0,9.4,,,,2018,1,3,13,5,2018-03-31,31,15,Industrial
RB7,2018-03-31 15:00:00,8.9,10.6,11.3,,,,2018,1,3,13,5,2018-03-31,31,15,Urban
TD5,2018-03-31 15:00:00,8.8,12.149999999999999,17.4,,,,2018,1,3,13,5,2018-03-31,31,15,Suburban
CD1,2018-03-31 16:00:00,11.2,13.7,23.5,,,,2018,1,3,13,5,2018-03-31,31,16,Kerbside
BL0,2018-03-31 16:00:00,7.7,13.2,32.3,,,,2018,1,3,13,5,2018-03-31,31,16,Urban
GR4,2018-03-31 16:00:00,12.8,12.5,0.9,,,,2018,1,3,13,5,2018-03-31,31,16,Suburban
MY7,2018-03-31 16:00:00,8.3,11.6,4.3,,,,2018,1,3,13,5,2018-03-31,31,16,Kerbside
HV1,2018-03-31 16:00:00,5.2,6.6,7.7,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
GN3,2018-03-31 16:00:00,10.8,14.2,15.5,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
GR9,2018-03-31 16:00:00,10.1,12.5,13.3,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
LW2,2018-03-31 16:00:00,12.1,14.1,21.4,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
GN0,2018-03-31 16:00:00,14.1,13.1,13.8,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
KF1,2018-03-31 16:00:00,8.9,10.2,16.55,,,,2018,1,3,13,5,2018-03-31,31,16,Urban
CD9,2018-03-31 16:00:00,8.6,9.8,19.3,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
CT3,2018-03-31 16:00:00,9.3,19.2,17.7,,,,2018,1,3,13,5,2018-03-31,31,16,Urban
CT2,2018-03-31 16:00:00,10.0,17.0,11.7,,,,2018,1,3,13,5,2018-03-31,31,16,Kerbside
BX9,2018-03-31 16:00:00,12.6,14.8,5.699999999999999,,,,2018,1,3,13,5,2018-03-31,31,16,Suburban
BX1,2018-03-31 16:00:00,13.1,12.6,-0.3,,,,2018,1,3,13,5,2018-03-31,31,16,Suburban
TH4,2018-03-31 16:00:00,13.6,22.6,28.7,,,,2018,1,3,13,5,2018-03-31,31,16,Roadside
ST5,2018-03-31 16:00:00,9.0,11.0,7.4,,,,2018,1,3,13,5,2018-03-31,31,16,Industrial
RB7,2018-03-31 16:00:00,8.8,8.4,9.6,,,,2018,1,3,13,5,2018-03-31,31,16,Urban
TD5,2018-03-31 16:00:00,8.6,9.8,13.3,,,,2018,1,3,13,5,2018-03-31,31,16,Suburban
CD1,2018-03-31 17:00:00,10.2,11.2,17.0,,,,2018,1,3,13,5,2018-03-31,31,17,Kerbside
BL0,2018-03-31 17:00:00,9.1,11.4,29.5,,,,2018,1,3,13,5,2018-03-31,31,17,Urban
GR4,2018-03-31 17:00:00,9.7,14.4,2.8,,,,2018,1,3,13,5,2018-03-31,31,17,Suburban
MY7,2018-03-31 17:00:00,10.3,11.2,5.0,,,,2018,1,3,13,5,2018-03-31,31,17,Kerbside
HV1,2018-03-31 17:00:00,6.8,6.7,7.2,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
GN3,2018-03-31 17:00:00,9.9,12.7,14.1,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
GR9,2018-03-31 17:00:00,7.8,11.3,13.1,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
LW2,2018-03-31 17:00:00,8.0,13.6,19.5,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
GN0,2018-03-31 17:00:00,14.1,13.0,12.0,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
KF1,2018-03-31 17:00:00,9.1,10.2,15.55,,,,2018,1,3,13,5,2018-03-31,31,17,Urban
CD9,2018-03-31 17:00:00,7.4,8.3,19.1,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
CT3,2018-03-31 17:00:00,15.700000000000001,9.2,13.6,,,,2018,1,3,13,5,2018-03-31,31,17,Urban
CT2,2018-03-31 17:00:00,24.0,9.366666666666665,8.033333333333333,,,,2018,1,3,13,5,2018-03-31,31,17,Kerbside
BX9,2018-03-31 17:00:00,11.4,9.533333333333333,2.466666666666667,,,,2018,1,3,13,5,2018-03-31,31,17,Suburban
BX1,2018-03-31 17:00:00,10.8,9.7,-3.1,,,,2018,1,3,13,5,2018-03-31,31,17,Suburban
TH4,2018-03-31 17:00:00,10.2,17.5,22.1,,,,2018,1,3,13,5,2018-03-31,31,17,Roadside
ST5,2018-03-31 17:00:00,12.0,10.0,6.0,,,,2018,1,3,13,5,2018-03-31,31,17,Industrial
RB7,2018-03-31 17:00:00,10.2,11.0,9.2,,,,2018,1,3,13,5,2018-03-31,31,17,Urban
TD5,2018-03-31 17:00:00,8.4,10.95,12.25,,,,2018,1,3,13,5,2018-03-31,31,17,Suburban
CD1,2018-03-31 18:00:00,11.0,10.9,15.3,,,,2018,1,3,13,5,2018-03-31,31,18,Kerbside
BL0,2018-03-31 18:00:00,9.9,12.7,28.1,,,,2018,1,3,13,5,2018-03-31,31,18,Urban
GR4,2018-03-31 18:00:00,10.8,9.7,-1.0,,,,2018,1,3,13,5,2018-03-31,31,18,Suburban
MY7,2018-03-31 18:00:00,8.7,12.9,3.3499999999999996,,,,2018,1,3,13,5,2018-03-31,31,18,Kerbside
HV1,2018-03-31 18:00:00,12.0,11.7,7.7,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
GN3,2018-03-31 18:00:00,10.7,11.4,12.7,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
GR9,2018-03-31 18:00:00,9.0,11.3,11.1,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
LW2,2018-03-31 18:00:00,5.7,12.6,18.4,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
GN0,2018-03-31 18:00:00,10.1,15.5,11.9,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
KF1,2018-03-31 18:00:00,8.9,10.4,13.65,,,,2018,1,3,13,5,2018-03-31,31,18,Urban
CD9,2018-03-31 18:00:00,8.3,9.3,15.4,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
CT3,2018-03-31 18:00:00,9.15,13.6,13.6,,,,2018,1,3,13,5,2018-03-31,31,18,Urban
CT2,2018-03-31 18:00:00,10.0,13.433333333333334,8.8,,,,2018,1,3,13,5,2018-03-31,31,18,Kerbside
BX9,2018-03-31 18:00:00,11.3,13.266666666666666,4.0,,,,2018,1,3,13,5,2018-03-31,31,18,Suburban
BX1,2018-03-31 18:00:00,10.7,13.1,-0.8,,,,2018,1,3,13,5,2018-03-31,31,18,Suburban
TH4,2018-03-31 18:00:00,10.1,17.8,22.3,,,,2018,1,3,13,5,2018-03-31,31,18,Roadside
ST5,2018-03-31 18:00:00,7.0,8.0,4.9,,,,2018,1,3,13,5,2018-03-31,31,18,Industrial
RB7,2018-03-31 18:00:00,8.05,15.2,11.7,,,,2018,1,3,13,5,2018-03-31,31,18,Urban
TD5,2018-03-31 18:00:00,9.1,13.75,12.55,,,,2018,1,3,13,5,2018-03-31,31,18,Suburban
CD1,2018-03-31 19:00:00,12.1,12.3,13.4,,,,2018,1,3,13,5,2018-03-31,31,19,Kerbside
BL0,2018-03-31 19:00:00,13.4,12.9,26.4,,,,2018,1,3,13,5,2018-03-31,31,19,Urban
GR4,2018-03-31 19:00:00,15.1,13.1,-1.4,,,,2018,1,3,13,5,2018-03-31,31,19,Suburban
